Scheme Strike Density
Hagan 4.8492 4.74e-04
LMG3 4.8492 6.09e-05
LMG2 4.8492 6.30e-05
RAN 4.8492 5.98e-05
RE 4.8492 5.76e-05
TRBDF2 4.8492 5.85e-05
CN 4.8492 5.64e-05
Hagan 4.8593 4.69e-04
LMG3 4.8593 5.67e-05
LMG2 4.8593 5.86e-05
RAN 4.8593 5.57e-05
RE 4.8593 5.36e-05
TRBDF2 4.8593 5.44e-05
CN 4.8593 5.24e-05
Hagan 4.8693 4.64e-04
LMG3 4.8693 5.25e-05
LMG2 4.8693 5.43e-05
RAN 4.8693 5.15e-05
RE 4.8693 4.96e-05
TRBDF2 4.8693 5.04e-05
CN 4.8693 4.85e-05
Hagan 4.8794 4.60e-04
LMG3 4.8794 4.83e-05
LMG2 4.8794 5.00e-05
RAN 4.8794 4.74e-05
RE 4.8794 4.57e-05
TRBDF2 4.8794 4.64e-05
CN 4.8794 4.47e-05
Hagan 4.8894 4.55e-04
LMG3 4.8894 4.42e-05
LMG2 4.8894 4.57e-05
RAN 4.8894 4.34e-05
RE 4.8894 4.18e-05
TRBDF2 4.8894 4.24e-05
CN 4.8894 4.09e-05
Hagan 4.8995 4.50e-04
LMG3 4.8995 4.01e-05
LMG2 4.8995 4.15e-05
RAN 4.8995 3.94e-05
RE 4.8995 3.80e-05
TRBDF2 4.8995 3.85e-05
CN 4.8995 3.71e-05
Hagan 4.9095 4.46e-04
LMG3 4.9095 3.61e-05
LMG2 4.9095 3.73e-05
RAN 4.9095 3.55e-05
RE 4.9095 3.42e-05
TRBDF2 4.9095 3.47e-05
CN 4.9095 3.34e-05
Hagan 4.9196 4.42e-04
LMG3 4.9196 3.21e-05
LMG2 4.9196 3.32e-05
RAN 4.9196 3.16e-05
RE 4.9196 3.04e-05
TRBDF2 4.9196 3.08e-05
CN 4.9196 2.97e-05
Hagan 4.9296 4.37e-04
LMG3 4.9296 2.82e-05
LMG2 4.9296 2.92e-05
RAN 4.9296 2.77e-05
RE 4.9296 2.67e-05
TRBDF2 4.9296 2.71e-05
CN 4.9296 2.61e-05
Hagan 4.9397 4.33e-04
LMG3 4.9397 2.43e-05
LMG2 4.9397 2.51e-05
RAN 4.9397 2.39e-05
RE 4.9397 2.30e-05
TRBDF2 4.9397 2.33e-05
CN 4.9397 2.25e-05
Hagan 4.9497 4.29e-04
LMG3 4.9497 2.05e-05
LMG2 4.9497 2.11e-05
RAN 4.9497 2.01e-05
RE 4.9497 1.93e-05
TRBDF2 4.9497 1.96e-05
CN 4.9497 1.89e-05
Hagan 4.9598 4.24e-04
LMG3 4.9598 1.66e-05
LMG2 4.9598 1.72e-05
RAN 4.9598 1.63e-05
RE 4.9598 1.57e-05
TRBDF2 4.9598 1.60e-05
CN 4.9598 1.54e-05
Hagan 4.9698 4.20e-04
LMG3 4.9698 1.29e-05
LMG2 4.9698 1.33e-05
RAN 4.9698 1.26e-05
RE 4.9698 1.22e-05
TRBDF2 4.9698 1.24e-05
CN 4.9698 1.19e-05
Hagan 4.9799 4.16e-04
LMG3 4.9799 9.15e-06
LMG2 4.9799 9.46e-06
RAN 4.9799 8.99e-06
RE 4.9799 8.65e-06
TRBDF2 4.9799 8.78e-06
CN 4.9799 8.46e-06
Hagan 4.9899 4.12e-04
LMG3 4.9899 5.46e-06
LMG2 4.9899 5.65e-06
RAN 4.9899 5.36e-06
RE 4.9899 5.16e-06
TRBDF2 4.9899 5.24e-06
CN 4.9899 5.05e-06
Hagan 5.0000 4.08e-04
LMG3 5.0000 1.81e-06
LMG2 5.0000 1.87e-06
RAN 5.0000 1.78e-06
RE 5.0000 1.71e-06
TRBDF2 5.0000 1.74e-06
CN 5.0000 1.67e-06
Hagan 5.0101 4.04e-04
LMG3 5.0101 -1.80e-06
LMG2 5.0101 -1.86e-06
RAN 5.0101 -1.77e-06
RE 5.0101 0.00e+00
TRBDF2 5.0101 -1.73e-06
CN 5.0101 -1.67e-06
